station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,snowdepth
PHL,1/1/2024 00:00,-75.2266,39.8734,43,25,48.7,0,0,,,1016.5,10,,,,,,5741,,,,,,,,,,,43,
PHL,1/1/2024 00:54,-75.2266,39.8734,42,25,50.61,0,0,0,30.02,1016.4,10,,SCT,SCT,BKN,,4900,14000,23000,,,,,,,,,42,
PHL,1/1/2024 01:54,-75.2266,39.8734,40,30,67.18,180,4,0,30.02,1016.6,10,,BKN,,,,11000,,,,,,,,,,,36.76,
PHL,1/1/2024 02:54,-75.2266,39.8734,40,29,64.5,200,5,0,30.03,1016.8,10,,FEW,BKN,OVC,,7000,9000,12000,,,,,,,,,35.9,
PHL,1/1/2024 03:54,-75.2266,39.8734,41,28,59.55,210,3,0,30.03,1017,10,,SCT,OVC,,,5000,6000,,,,,,,,,,38.98,
PHL,1/1/2024 04:54,-75.2266,39.8734,41,29,62.04,0,0,0,30.03,1016.7,10,,FEW,OVC,,,4500,5500,,,,,,,,,,41,
PHL,1/1/2024 05:54,-75.2266,39.8734,40,29,64.5,0,0,0,30,1016,10,,OVC,,,,5000,,,,,,,,,,,40,
PHL,1/1/2024 06:54,-75.2266,39.8734,41,30,64.63,0,0,0,30,1015.8,10,,OVC,,,,4500,,,,,,,,,,,41,
PHL,1/1/2024 07:54,-75.2266,39.8734,41,33,72.96,0,0,T,30,1015.8,10,,FEW,BKN,OVC,,3500,4300,6500,,,,,,,,,41,
PHL,1/1/2024 08:54,-75.2266,39.8734,41,33,72.96,0,0,0,29.99,1015.3,10,,FEW,OVC,,,3500,4500,,,,,,,,,,41,
PHL,1/1/2024 09:54,-75.2266,39.8734,40,33,75.84,30,3,0,29.97,1014.9,10,,OVC,,,,4800,,,,,,,,,,,37.83,
PHL,1/1/2024 10:54,-75.2266,39.8734,40,34,78.94,40,4,0,29.99,1015.6,10,,OVC,,,,5000,,,,,,,,,,,36.76,
PHL,1/1/2024 11:54,-75.2266,39.8734,41,33,72.96,30,4,0,30.01,1016.1,10,,OVC,,,,4800,,,,,,,,,,,37.93,
PHL,1/1/2024 12:54,-75.2266,39.8734,40,33,75.84,20,4,0,30.01,1016.2,10,,FEW,BKN,OVC,,4500,7500,11000,,,,,,,,,36.76,
PHL,1/1/2024 13:54,-75.2266,39.8734,42,33,70.19,360,5,0,30.03,1016.9,10,,FEW,SCT,OVC,,4500,7500,11000,,,,,,,,,38.27,
PHL,1/1/2024 14:54,-75.2266,39.8734,43,33,67.54,20,6,0,30.04,1017.3,10,,FEW,SCT,BKN,,4000,7500,11000,,,,,,,,,38.78,
PHL,1/1/2024 15:54,-75.2266,39.8734,46,34,62.71,100,6,0,30.04,1017,10,,FEW,SCT,BKN,,4000,7500,10000,,,,,,,,,42.39,
PHL,1/1/2024 16:54,-75.2266,39.8734,45,33,62.58,0,0,0,30.02,1016.6,10,,SCT,SCT,BKN,,2000,7500,10000,,,,,,,,,45,
PHL,1/1/2024 17:12,-75.2266,39.8734,47,34,60.38,320,4,0,30.02,,10,,BKN,BKN,BKN,,2500,7500,9500,,,,,,,,,44.94,
PHL,1/1/2024 17:54,-75.2266,39.8734,46,34,62.71,340,7,0,30.01,1016.2,10,,FEW,BKN,OVC,,1700,2800,9000,,,,,,,,,41.84,
PHL,1/1/2024 18:54,-75.2266,39.8734,45,34,65.13,330,7,0,30.01,1016.2,10,,FEW,BKN,OVC,,1700,2800,9000,,,,,,,,,40.63,
PHL,1/1/2024 19:54,-75.2266,39.8734,45,34,65.13,350,6,0,30.02,1016.5,10,,BKN,OVC,,,2400,9000,,,,,,,,,,41.19,
PHL,1/1/2024 20:32,-75.2266,39.8734,45,34,65.13,330,7,0,30.03,,10,,FEW,BKN,OVC,,2600,3000,9000,,,,,,,,,40.63,
PHL,1/1/2024 20:54,-75.2266,39.8734,45,34,65.13,340,5,0,30.03,1016.9,10,,BKN,OVC,,,3200,9000,,,,,,,,,,41.83,
PHL,1/1/2024 21:54,-75.2266,39.8734,44,34,67.66,340,6,0,30.04,1017.3,10,,SCT,BKN,OVC,,3600,6000,9000,,,,,,,,,39.98,
PHL,1/1/2024 22:54,-75.2266,39.8734,44,35,70.42,330,6,T,30.05,1017.6,10,,SCT,BKN,OVC,,4200,6000,10000,,,,,,,,,39.98,
PHL,1/1/2024 23:54,-75.2266,39.8734,43,35,73.16,330,7,0,30.06,1017.9,10,,BKN,OVC,,,7500,8500,,,,,,,,,,38.19,
PHL,1/2/2024 00:54,-75.2266,39.8734,43,35,73.16,340,6,0,30.07,1018.3,10,,SCT,OVC,,,7500,8500,,,,,,,,,,38.78,
PHL,1/2/2024 01:54,-75.2266,39.8734,43,33,67.54,350,8,0,30.08,1018.6,10,,SCT,BKN,OVC,,4100,7500,10000,,,,,,,,,37.66,
PHL,1/2/2024 02:54,-75.2266,39.8734,42,29,59.69,360,9,0,30.09,1018.9,10,,FEW,SCT,OVC,,4100,7000,10000,,,,,,,,,35.95,
PHL,1/2/2024 03:54,-75.2266,39.8734,40,28,61.91,360,8,0,30.09,1019,10,,BKN,BKN,,,7000,10000,,,,,,,,,,33.97,
PHL,1/2/2024 04:54,-75.2266,39.8734,37,27,66.82,350,8,0,30.1,1019.1,10,,FEW,FEW,,,7500,10000,,,,,,,,,,30.27,
PHL,1/2/2024 05:54,-75.2266,39.8734,36,26,66.69,360,10,0,30.1,1019.1,10,,CLR,,,,,,,,,,,,,,,27.98,
PHL,1/2/2024 06:54,-75.2266,39.8734,35,25,66.57,350,7,0,30.1,1019.3,10,15,CLR,,,,,,,,,,,,,,,28.44,
PHL,1/2/2024 07:54,-75.2266,39.8734,33,24,69.16,360,7,0,30.11,1019.7,10,,FEW,,,,3500,,,,,,,,,,,26,
PHL,1/2/2024 08:54,-75.2266,39.8734,33,24,69.16,350,7,0,30.1,1019.3,10,,FEW,,,,3500,,,,,,,,,,,26,
PHL,1/2/2024 09:45,-75.2266,39.8734,32,24,72,360,4,0,30.1,,10,,BKN,,,,2800,,,,,,,,,,,27.42,
PHL,1/2/2024 09:54,-75.2266,39.8734,33,24,69.16,350,4,0,30.1,1019.4,10,,BKN,,,,2800,,,,,,,,,,,28.59,
PHL,1/2/2024 10:54,-75.2266,39.8734,34,25,69.28,350,5,0,30.12,1019.9,10,,OVC,,,,2700,,,,,,,,,,,28.77,
PHL,1/2/2024 11:54,-75.2266,39.8734,35,24,63.85,340,9,0,30.14,1020.5,10,,OVC,,,,2800,,,,,,,,,,,27.24,
PHL,1/2/2024 12:30,-75.2266,39.8734,34,22,61.09,350,10,0,30.14,,10,,BKN,,,,3000,,,,,,,,,,,25.48,
PHL,1/2/2024 12:54,-75.2266,39.8734,34,23,63.72,350,10,0,30.15,1020.8,10,,BKN,,,,3000,,,,,,,,,,,25.48,
PHL,1/2/2024 13:45,-75.2266,39.8734,35,23,61.23,350,8,0,30.16,,10,,OVC,,,,2900,,,,,,,,,,,27.81,
PHL,1/2/2024 13:54,-75.2266,39.8734,36,24,61.37,350,8,0,30.16,1021.3,10,,OVC,,,,2900,,,,,,,,,,,29.04,
PHL,1/2/2024 14:54,-75.2266,39.8734,36,23,58.85,330,12,0,30.17,1021.5,10,,OVC,,,,2900,,,,,,,,,,,27.09,
PHL,1/2/2024 15:06,-75.2266,39.8734,37,23,56.57,310,12,0,30.17,,10,,BKN,,,,3000,,,,,,,,,,,28.37,
PHL,1/2/2024 15:54,-75.2266,39.8734,39,24,54.54,330,9,0,30.15,1020.9,10,,SCT,,,,3200,,,,,,,,,,,32.22,
PHL,1/2/2024 16:54,-75.2266,39.8734,41,24,50.46,320,11,0,30.11,1019.5,10,,FEW,,,,3200,,,,,,,,,,,33.84,
PHL,1/2/2024 17:54,-75.2266,39.8734,43,24,46.71,320,11,0,30.07,1018.2,10,,FEW,,,,3200,,,,,,,,,,,36.37,
PHL,1/2/2024 18:54,-75.2266,39.8734,43,24,46.71,290,8,0,30.05,1017.6,10,,FEW,FEW,,,3300,30000,,,,,,,,,,37.66,
PHL,1/2/2024 19:54,-75.2266,39.8734,43,23,44.8,290,6,0,30.05,1017.4,10,16,FEW,FEW,,,3500,30000,,,,,,,,,,38.78,
PHL,1/2/2024 20:54,-75.2266,39.8734,43,23,44.8,320,9,0,30.04,1017.2,10,,FEW,FEW,,,4000,30000,,,,,,,,,,37.19,
PHL,1/2/2024 21:54,-75.2266,39.8734,42,23,46.55,310,7,0,30.05,1017.5,10,,FEW,FEW,,,4000,30000,,,,,,,,,,36.97,
PHL,1/2/2024 22:54,-75.2266,39.8734,42,23,46.55,280,5,0,30.06,1017.9,10,,FEW,,,,28000,,,,,,,,,,,38.27,
PHL,1/2/2024 23:54,-75.2266,39.8734,40,25,54.69,280,10,0,30.07,1018.1,10,,FEW,,,,28000,,,,,,,,,,,33,
PHL,1/3/2024 00:54,-75.2266,39.8734,39,25,56.86,280,9,0,30.07,1018,10,,CLR,,,,,,,,,,,,,,,32.22,
PHL,1/3/2024 01:54,-75.2266,39.8734,36,25,63.98,250,7,0,30.07,1018.3,10,,CLR,,,,,,,,,,,,,,,29.65,
PHL,1/3/2024 02:54,-75.2266,39.8734,35,24,63.85,260,8,0,30.07,1018.2,10,,CLR,,,,,,,,,,,,,,,27.81,
PHL,1/3/2024 03:54,-75.2266,39.8734,34,24,66.45,250,5,0,30.07,1018.2,10,,CLR,,,,,,,,,,,,,,,28.77,
PHL,1/3/2024 04:54,-75.2266,39.8734,33,24,69.16,260,7,0,30.07,1018.3,10,,FEW,,,,30000,,,,,,,,,,,26,
PHL,1/3/2024 05:54,-75.2266,39.8734,32,24,72,250,7,0,30.06,1017.9,10,,CLR,,,,,,,,,,,,,,,24.78,
PHL,1/3/2024 06:54,-75.2266,39.8734,32,24,72,260,8,0,30.06,1018,10,,CLR,,,,,,,,,,,,,,,24.11,
PHL,1/3/2024 07:54,-75.2266,39.8734,30,24,78.07,260,8,0,30.07,1018.1,10,,CLR,,,,,,,,,,,,,,,21.65,
PHL,1/3/2024 08:54,-75.2266,39.8734,30,24,78.07,260,9,0,30.06,1017.9,10,,FEW,,,,28000,,,,,,,,,,,21.03,
PHL,1/3/2024 09:54,-75.2266,39.8734,30,24,78.07,250,7,0,30.06,1017.9,10,,SCT,,,,28000,,,,,,,,,,,22.34,
PHL,1/3/2024 10:54,-75.2266,39.8734,31,26,81.48,250,7,0,30.07,1018.2,10,,BKN,,,,24000,,,,,,,,,,,23.56,
PHL,1/3/2024 11:54,-75.2266,39.8734,31,26,81.48,240,7,0,30.09,1018.7,10,,BKN,,,,24000,,,,,,,,,,,23.56,
PHL,1/3/2024 12:54,-75.2266,39.8734,31,25,78.16,260,7,0,30.1,1019.3,10,,FEW,BKN,BKN,,18000,23000,30000,,,,,,,,,23.56,
PHL,1/3/2024 13:54,-75.2266,39.8734,34,26,72.22,270,5,0,30.1,1019.3,10,,FEW,FEW,,,18000,23000,,,,,,,,,,28.77,
PHL,1/3/2024 14:54,-75.2266,39.8734,36,26,66.69,280,4,0,30.1,1019.3,10,,FEW,FEW,,,23000,30000,,,,,,,,,,32.09,
PHL,1/3/2024 15:54,-75.2266,39.8734,39,26,59.27,280,4,0,30.1,1019.1,10,,FEW,FEW,,,2800,30000,,,,,,,,,,35.59,
PHL,1/3/2024 16:54,-75.2266,39.8734,42,26,52.76,260,3,0,30.08,1018.5,10,,FEW,SCT,,,3200,30000,,,,,,,,,,40.12,
PHL,1/3/2024 17:54,-75.2266,39.8734,43,26,50.77,270,6,0,30.05,1017.5,10,,FEW,FEW,,,3400,28000,,,,,,,,,,38.78,
PHL,1/3/2024 18:54,-75.2266,39.8734,44,26,48.86,280,7,0,30.02,1016.6,10,,FEW,SCT,,,3500,28000,,,,,,,,,,39.41,
PHL,1/3/2024 19:54,-75.2266,39.8734,44,26,48.86,220,4,0,30,1015.8,10,,FEW,FEW,,,3100,24000,,,,,,,,,,41.43,
PHL,1/3/2024 20:54,-75.2266,39.8734,44,26,48.86,220,8,0,30.01,1016.2,10,,FEW,BKN,,,3100,24000,,,,,,,,,,38.9,
PHL,1/3/2024 21:54,-75.2266,39.8734,42,26,52.76,220,6,0,30.02,1016.4,10,,FEW,SCT,,,3300,25000,,,,,,,,,,37.57,
PHL,1/3/2024 22:54,-75.2266,39.8734,42,26,52.76,290,6,0,30.02,1016.7,10,,FEW,BKN,,,3300,25000,,,,,,,,,,37.57,
PHL,1/3/2024 23:54,-75.2266,39.8734,40,26,57.01,260,4,0,30.02,1016.6,10,,SCT,BKN,,,18000,23000,,,,,,,,,,36.76,
PHL,1/4/2024 00:54,-75.2266,39.8734,39,28,64.37,190,4,0,30.01,1016.3,10,,BKN,,,,20000,,,,,,,,,,,35.59,
PHL,1/4/2024 01:54,-75.2266,39.8734,39,28,64.37,190,3,0,30,1015.9,10,,BKN,,,,20000,,,,,,,,,,,36.69,
PHL,1/4/2024 02:54,-75.2266,39.8734,38,28,66.94,0,0,0,30.01,1016.3,10,,BKN,OVC,,,14000,25000,,,,,,,,,,38,
PHL,1/4/2024 03:54,-75.2266,39.8734,38,29,69.74,0,0,0,30.01,1016.3,10,,BKN,OVC,,,15000,25000,,,,,,,,,,38,
PHL,1/4/2024 04:54,-75.2266,39.8734,38,30,72.64,220,3,0,30,1015.8,10,,BKN,OVC,,,14000,25000,,,,,,,,,,35.55,
PHL,1/4/2024 05:54,-75.2266,39.8734,38,29,69.74,0,0,0,29.99,1015.4,10,,BKN,OVC,,,12000,22000,,,,,,,,,,38,
PHL,1/4/2024 06:54,-75.2266,39.8734,38,30,72.64,0,0,0,29.97,1014.9,10,,BKN,OVC,,,12000,14000,,,,,,,,,,38,
PHL,1/4/2024 07:54,-75.2266,39.8734,38,31,75.65,0,0,0,29.96,1014.4,10,,BKN,OVC,,,12000,15000,,,,,,,,,,38,
PHL,1/4/2024 08:54,-75.2266,39.8734,36,31,81.86,0,0,0,29.95,1014.3,10,,SCT,BKN,OVC,,11000,15000,19000,,,,,,,,,36,
PHL,1/4/2024 09:54,-75.2266,39.8734,37,31,78.69,0,0,0,29.95,1014.3,10,,BKN,OVC,,,9500,12000,,,,,,,,,,37,
PHL,1/4/2024 10:54,-75.2266,39.8734,37,30,75.56,,4,0,29.95,1014,10,,OVC,,,,10000,,,,,,,,,,,33.26,
PHL,1/4/2024 11:54,-75.2266,39.8734,38,28,66.94,320,3,0,29.97,1014.7,10,,FEW,SCT,OVC,,5000,9000,12000,,,,,,,,,35.55,
PHL,1/4/2024 12:54,-75.2266,39.8734,38,28,66.94,320,3,0,29.98,1015.2,10,,OVC,,,,5500,,,,,,,,,,,35.55,
PHL,1/4/2024 13:54,-75.2266,39.8734,39,27,61.78,290,4,0,30,1015.7,10,,OVC,,,,6000,,,,,,,,,,,35.59,
PHL,1/4/2024 14:54,-75.2266,39.8734,40,28,61.91,280,6,0,30.01,1016.1,10,,OVC,,,,6500,,,,,,,,,,,35.17,
PHL,1/4/2024 15:54,-75.2266,39.8734,41,27,57.15,320,13,0,30.01,1016.2,10,,OVC,,,,6500,,,,,,,,,,,33.1,
PHL,1/4/2024 16:54,-75.2266,39.8734,43,28,55.14,320,14,0,30,1015.9,10,,FEW,BKN,BKN,,3000,6500,16000,,,,,,,,,35.34,
PHL,1/4/2024 17:54,-75.2266,39.8734,44,26,48.86,320,19,0,30,1015.7,10,,BKN,OVC,,,4000,7000,,,,,,,,,,35.31,
PHL,1/4/2024 18:54,-75.2266,39.8734,43,26,50.77,330,10,0,30.01,1016,10,19,SCT,OVC,,,4100,6000,,,,,,,,,,36.76,
PHL,1/4/2024 19:54,-75.2266,39.8734,43,24,46.71,330,14,0,30.02,1016.6,10,23,FEW,BKN,,,4100,6000,,,,,,,,,,35.34,
PHL,1/4/2024 20:54,-75.2266,39.8734,41,23,48.39,340,17,0,30.05,1017.7,10,,BKN,BKN,,,4600,6000,,,,,,,,,,31.87,
PHL,1/4/2024 21:54,-75.2266,39.8734,40,19,42.45,340,14,0,30.08,1018.6,10,,SCT,,,,6000,,,,,,,,,,,31.47,
PHL,1/4/2024 22:54,-75.2266,39.8734,38,18,43.97,330,15,0,30.13,1020.1,10,21,FEW,,,,6000,,,,,,,,,,,28.56,
PHL,1/4/2024 23:54,-75.2266,39.8734,37,18,45.73,340,10,0,30.16,1021.2,10,,CLR,,,,,,,,,,,,,,,29.24,
PHL,1/5/2024 00:54,-75.2266,39.8734,35,17,47.41,340,6,0,30.18,1022,10,,CLR,,,,,,,,,,,,,,,29.14,
PHL,1/5/2024 01:54,-75.2266,39.8734,34,13,41.44,340,11,0,30.2,1022.7,10,,CLR,,,,,,,,,,,,,,,24.99,
PHL,1/5/2024 02:54,-75.2266,39.8734,33,14,45.07,340,13,0,30.22,1023.4,10,,CLR,,,,,,,,,,,,,,,22.85,
PHL,1/5/2024 03:54,-75.2266,39.8734,31,13,46.75,340,9,0,30.25,1024.2,10,,CLR,,,,,,,,,,,,,,,22.27,
PHL,1/5/2024 04:54,-75.2266,39.8734,30,14,50.88,,5,0,30.26,1024.7,10,,CLR,,,,,,,,,,,,,,,24.02,
PHL,1/5/2024 05:54,-75.2266,39.8734,28,14,55.21,350,6,0,30.26,1024.5,10,,CLR,,,,,,,,,,,,,,,20.71,
PHL,1/5/2024 06:54,-75.2266,39.8734,28,14,55.21,340,7,0,30.27,1025.1,10,,CLR,,,,,,,,,,,,,,,19.9,
PHL,1/5/2024 07:54,-75.2266,39.8734,28,12,50.56,340,9,0,30.3,1026.1,10,,CLR,,,,,,,,,,,,,,,18.54,
PHL,1/5/2024 08:54,-75.2266,39.8734,26,12,54.9,350,7,0,30.3,1026.1,10,,FEW,,,,28000,,,,,,,,,,,17.47,
PHL,1/5/2024 09:54,-75.2266,39.8734,26,12,54.9,360,7,0,30.31,1026.4,10,,CLR,,,,,,,,,,,,,,,17.47,
PHL,1/5/2024 10:54,-75.2266,39.8734,25,13,59.82,320,5,0,30.33,1027.1,10,,CLR,,,,,,,,,,,,,,,18.08,
PHL,1/5/2024 11:54,-75.2266,39.8734,25,13,59.82,300,4,0,30.35,1027.7,10,,CLR,,,,,,,,,,,,,,,19.25,
PHL,1/5/2024 12:54,-75.2266,39.8734,26,13,57.38,270,5,0,30.37,1028.3,10,,CLR,,,,,,,,,,,,,,,19.27,
PHL,1/5/2024 13:54,-75.2266,39.8734,28,14,55.21,270,6,0,30.38,1028.8,10,,FEW,,,,3500,,,,,,,,,,,20.71,
PHL,1/5/2024 14:54,-75.2266,39.8734,30,14,50.88,290,3,0,30.39,1029,10,,FEW,FEW,,,3500,26000,,,,,,,,,,26.4,
PHL,1/5/2024 15:54,-75.2266,39.8734,33,15,47.08,280,6,0,30.37,1028.3,10,,FEW,FEW,,,3500,26000,,,,,,,,,,26.73,
PHL,1/5/2024 16:54,-75.2266,39.8734,35,16,45.4,290,7,0,30.33,1027.1,10,15,SCT,,,,26000,,,,,,,,,,,28.44,
PHL,1/5/2024 17:54,-75.2266,39.8734,35,16,45.4,220,4,0,30.3,1026.1,10,,SCT,,,,26000,,,,,,,,,,,30.92,
PHL,1/5/2024 18:54,-75.2266,39.8734,37,17,43.8,240,10,0,30.28,1025.2,10,,SCT,,,,26000,,,,,,,,,,,29.24,
PHL,1/5/2024 19:54,-75.2266,39.8734,38,17,42.11,230,10,0,30.27,1025,10,,SCT,,,,26000,,,,,,,,,,,30.49,
PHL,1/5/2024 20:54,-75.2266,39.8734,37,18,45.73,260,7,0,30.26,1024.7,10,,SCT,,,,25000,,,,,,,,,,,30.87,
PHL,1/5/2024 21:54,-75.2266,39.8734,35,18,49.5,260,7,0,30.26,1024.5,10,,SCT,,,,25000,,,,,,,,,,,28.44,
PHL,1/5/2024 22:54,-75.2266,39.8734,35,18,49.5,250,6,0,30.27,1024.9,10,,SCT,,,,25000,,,,,,,,,,,29.14,
PHL,1/5/2024 23:54,-75.2266,39.8734,33,20,58.41,220,6,0,30.28,1025.3,10,,SCT,,,,25000,,,,,,,,,,,26.73,
PHL,1/6/2024 00:54,-75.2266,39.8734,33,20,58.41,240,8,0,30.28,1025.2,10,,SCT,,,,25000,,,,,,,,,,,25.34,
PHL,1/6/2024 01:54,-75.2266,39.8734,30,20,65.94,240,4,0,30.27,1025,10,,SCT,,,,25000,,,,,,,,,,,25.08,
PHL,1/6/2024 02:54,-75.2266,39.8734,31,21,66.07,220,7,0,30.26,1024.7,10,,FEW,,,,25000,,,,,,,,,,,23.56,
PHL,1/6/2024 03:54,-75.2266,39.8734,30,20,65.94,230,3,0,30.23,1023.5,10,,SCT,,,,25000,,,,,,,,,,,26.4,
PHL,1/6/2024 04:54,-75.2266,39.8734,29,21,71.67,200,3,0,30.23,1023.7,10,,SCT,,,,25000,,,,,,,,,,,25.26,
PHL,1/6/2024 05:54,-75.2266,39.8734,29,21,71.67,0,0,0,30.24,1023.9,10,,FEW,,,,25000,,,,,,,,,,,29,
PHL,1/6/2024 06:54,-75.2266,39.8734,29,21,71.67,160,3,0,30.23,1023.6,10,,FEW,,,,25000,,,,,,,,,,,25.26,
PHL,1/6/2024 07:54,-75.2266,39.8734,29,22,74.77,0,0,0,30.23,1023.5,10,,BKN,,,,23000,,,,,,,,,,,29,
PHL,1/6/2024 08:54,-75.2266,39.8734,28,22,77.89,0,0,0,30.21,1022.9,10,,FEW,BKN,,,21000,25000,,,,,,,,,,28,
PHL,1/6/2024 09:54,-75.2266,39.8734,28,22,77.89,90,3,0,30.2,1022.5,10,,SCT,OVC,,,20000,25000,,,,,,,,,,24.12,
PHL,1/6/2024 10:54,-75.2266,39.8734,28,23,81.25,100,5,0,30.19,1022.4,10,,OVC,,,,21000,,,,,,,,,,,21.64,
PHL,1/6/2024 11:54,-75.2266,39.8734,30,26,84.85,90,6,0,30.18,1021.8,10,,BKN,OVC,,,19000,23000,,,,,,,,,,23.12,
PHL,1/6/2024 12:54,-75.2266,39.8734,30,26,84.85,0,0,0,30.18,1022,10,,FEW,BKN,OVC,,6000,19000,24000,,,,,,,,,30,
PHL,1/6/2024 13:54,-75.2266,39.8734,32,27,81.55,80,4,0,30.17,1021.7,10,,SCT,OVC,,,6000,15000,,,,,,,,,,27.42,
PHL,1/6/2024 14:54,-75.2266,39.8734,33,29,85.04,60,5,0,30.13,1020.3,10,,FEW,SCT,OVC,,6500,8500,14000,,,,,,,,,27.58,
PHL,1/6/2024 15:54,-75.2266,39.8734,35,29,78.51,60,6,0,30.12,1019.9,10,,FEW,OVC,,,3000,5000,,,,,,,,,,29.14,
PHL,1/6/2024 16:11,-75.2266,39.8734,35,28,75.36,70,8,T,30.1,,10,,FEW,OVC,,,3000,5000,,,#NAME?,,,,,,,27.81,
PHL,1/6/2024 16:54,-75.2266,39.8734,36,27,69.51,60,6,T,30.05,1017.6,7,,SCT,SCT,OVC,,3000,3700,4600,,#NAME?,,,,,,,30.35,
PHL,1/6/2024 17:26,-75.2266,39.8734,35,27,72.32,60,5,T,30.05,,5,,FEW,OVC,,,3200,4400,,,#NAME?,,,,,,,29.96,
PHL,1/6/2024 17:34,-75.2266,39.8734,35,28,75.36,70,6,T,30.05,,4,,FEW,OVC,,,3200,4400,,,#NAME?,,,,,,,29.14,
PHL,1/6/2024 17:54,-75.2266,39.8734,34,29,81.71,50,8,T,30,1015.9,4,,OVC,,,,4600,,,,#NAME?,,,,,,,26.58,
PHL,1/6/2024 18:10,-75.2266,39.8734,35,29,78.51,50,9,0.01,29.99,,6,,FEW,OVC,,,1200,4800,,,#NAME?,,,,,,,27.24,
PHL,1/6/2024 18:29,-75.2266,39.8734,34,30,85.11,50,10,0.01,29.98,,3,,FEW,OVC,,,1200,4600,,,#NAME?,,,,,,,25.48,
PHL,1/6/2024 18:54,-75.2266,39.8734,34,30,85.11,60,11,0.02,29.95,1014,3,,FEW,OVC,,,1200,4600,,,#NAME?,,,,,,,24.99,
PHL,1/6/2024 19:18,-75.2266,39.8734,34,31,88.63,50,9,0.02,29.93,,4,17,OVC,,,,3200,,,,#NAME?,,,,,,,26,
PHL,1/6/2024 19:54,-75.2266,39.8734,34,31,88.63,60,10,0.05,29.91,1012.8,4,18,FEW,OVC,,,1000,3000,,,#NAME?,T,,,,,,25.48,
PHL,1/6/2024 20:52,-75.2266,39.8734,33.8,32,93.03,60,10,0.1,29.88,,4,17,BKN,OVC,,,900,3000,,,#NAME?,T,,,,,,25.23,
PHL,1/6/2024 20:54,-75.2266,39.8734,34,32,92.29,60,10,0.1,29.88,1011.8,4,17,BKN,OVC,,,900,3000,,,RA BR,T,T,,,,,25.48,
PHL,1/6/2024 21:54,-75.2266,39.8734,35,33,92.32,60,12,0.13,29.85,1010.7,4,17,BKN,OVC,,,800,2600,,,RA BR,T,,,,,,25.82,
PHL,1/6/2024 22:54,-75.2266,39.8734,36,34,92.35,60,11,0.15,29.78,1008.5,4,19,OVC,,,,800,,,,RA BR,T,,,,,,27.52,
PHL,1/6/2024 23:19,-75.2266,39.8734,37,35,92.39,60,13,0.05,29.73,,5,22,OVC,,,,700,,,,#NAME?,,,,,,,27.97,
PHL,1/6/2024 23:25,-75.2266,39.8734,37,35,92.39,60,12,0.06,29.72,,4,23,OVC,,,,600,,,,RA BR,,,,,,,28.37,
PHL,1/6/2024 23:54,-75.2266,39.8734,38,36,92.42,60,15,0.1,29.67,1004.5,4,21,OVC,,,,600,,,,#NAME?,,,T,,,,28.56,
PHL,1/7/2024 00:40,-75.2266,39.8734,40,38,92.49,40,12,0.03,29.62,,5,,OVC,,,,500,,,,#NAME?,,,,,,,32.18,
PHL,1/7/2024 00:54,-75.2266,39.8734,41,39,92.52,50,11,0.05,29.62,1003.1,5,,OVC,,,,600,,,,RA BR,,,,,,,33.84,
PHL,1/7/2024 01:48,-75.2266,39.8734,39.2,39.2,100,350,10,0.16,29.61,,2.5,,OVC,,,,400,,,,RA BR,,,,,,,32,
PHL,1/7/2024 01:54,-75.2266,39.8734,40,39,96.18,340,10,0.19,29.61,1002.6,2,,OVC,,,,400,,,,#NAME?,,,,,,,33,
PHL,1/7/2024 02:27,-75.2266,39.8734,40,39,96.18,360,11,0.14,29.61,,3,,BKN,OVC,,,500,1300,,,RA BR,,,,,,,32.58,
PHL,1/7/2024 02:54,-75.2266,39.8734,40,38,92.49,360,13,0.19,29.61,1002.6,4,,BKN,BKN,OVC,,600,1400,2300,,#NAME?,,,,,,,31.82,
PHL,1/7/2024 03:31,-75.2266,39.8734,39,37,92.45,10,15,0.03,29.6,,5,,OVC,,,,600,,,,#NAME?,,,,,,,29.85,
PHL,1/7/2024 03:54,-75.2266,39.8734,39,37,92.45,10,16,0.04,29.6,1002.2,5,,OVC,,,,700,,,,#NAME?,,,,,,,29.54,
PHL,1/7/2024 04:11,-75.2266,39.8734,38,37,96.14,10,14,0.01,29.59,,4,,OVC,,,,700,,,,#NAME?,,,,,,,28.9,
PHL,1/7/2024 04:46,-75.2266,39.8734,38,36,92.42,20,16,0.01,29.59,,4,,OVC,,,,600,,,,#NAME?,,,,,,,28.24,
PHL,1/7/2024 04:54,-75.2266,39.8734,38,36,92.42,10,10,0.01,29.6,1002.2,4,,OVC,,,,600,,,,#NAME?,,,,,,,30.49,
PHL,1/7/2024 05:40,-75.2266,39.8734,38,36,92.42,20,13,0.01,29.59,,4,21,OVC,,,,800,,,,#NAME?,,,,,,,29.26,
PHL,1/7/2024 05:54,-75.2266,39.8734,38,36,92.42,20,14,0.01,29.59,1001.9,4,21,OVC,,,,800,,,,#NAME?,,,,,,,28.9,
